X1,X2,X3,y
1.5896226070832968,1.0052741862103842,1.1538077692527182,16.242705318737872
0.9850353876377278,0.390485975596089,1.4449042305230106,15.785251600912025
0.5615447248817116,0.04863193286290768,1.2909445918143356,14.335575541872101
0.3542213588140979,1.8809171687058286,1.9078571540051747,10.531004628637703
1.829728780440897,0.7403174005108888,0.030913233057734857,15.355900981387173
1.8566371251754508,0.8563682966346287,1.9333096380873391,19.065722790196887
1.9272399541785057,1.7060189109347201,0.5888977841391714,14.94952435751938
0.7701954572038505,1.7022733430337138,0.6338440103125553,10.37727619826386
0.338985493372185,1.1136025249167003,1.872309548321562,12.365697385894682
1.392059593349946,1.14012234017873,0.19435298754153707,12.78385877327878
1.2300144533983395,1.9801077002085266,0.28016803047304806,9.953036823235385
1.0366593047274735,1.7547461438559109,1.4815372355084089,13.272709155080003
1.394031481990536,1.4049681679742185,0.7189823024395103,13.802836954805619
0.5871836885289867,1.6187223109570272,1.6202267893583615,10.961530666995952
1.7341446371602074,1.8264811051129426,1.0226847977218756,15.333613336951151
1.0030325893743992,1.5965903579335503,1.2999278615555303,12.618968448484985
1.4039337545154067,1.591585338872202,1.7800106836351326,15.711226244359356
0.6759903137030716,0.751165905279888,0.187963879681738,11.333338778485363
1.156560281992348,0.07188454759348417,0.9311960362649203,17.384368643102
1.0852892694151532,0.5730825042565688,1.1816665211380215,16.130178830172262
0.06100049987809886,0.07469637749842883,1.6452011213193165,12.906341099877174
0.7203812828225258,0.25412102530376957,1.0444865201096087,14.756160036269657
1.5399871061972217,0.43164205499368635,1.2457809516380005,17.95393439628509
0.170694929987536,0.1033634423372154,1.062709263136296,13.05570255251612
1.081270243220213,1.274859802996413,1.452182667445323,13.485652585145392
1.9517041589250692,1.0326006966023906,0.6459129458824919,17.12132475856702
1.5903723895374073,0.5416645025241484,0.8779428414112722,17.434912137711827
0.15691276268453191,0.05070148683091502,1.9252968293558501,13.118444435826719
1.6719602410244117,1.391948412187396,0.8179058888285398,14.422963325392523
0.34658864014169155,0.3128740853421721,0.5004857963291907,10.554745419752166
1.098453329412241,1.4291918454001247,1.3203947534354625,13.282531508992655
0.5598677938918857,1.9097305613263882,1.475793833391537,10.592318359032697
1.1087081050228014,1.2234414924687045,0.8392001248555798,13.859709060712062
0.4954619790023149,0.7119453573025232,1.5156922209287382,13.066370306435031
0.028786977259511737,0.23214528101383247,0.0920052840435055,10.520459386019324
0.08145760463794027,1.7109211680220144,1.4073157187600474,7.907936584084952
0.9483476581746504,0.19566832130200296,0.9832317502336647,14.412015291821543
