X,y
0.749080237694725,4.665304366050623
1.9014286128198323,8.50549646963648
1.4639878836228102,7.1698379809475865
1.1973169683940732,5.19682493207881
0.31203728088487304,2.9822945391783
0.3119890406724053,3.2705179281092915
0.11616722433639892,3.1455323075481543
1.7323522915498704,7.804097911287722
1.2022300234864176,5.803558280755867
1.416145155592091,6.70562952278005
0.041168988591604894,2.601792518921654
1.9398197043239886,8.953744519963802
1.6648852816008435,7.562218383719433
0.4246782213565523,3.7430074913046107
0.36364993441420124,3.3213135451237243
0.36680901970686763,3.7681540642404814
0.6084844859190754,3.7786691537780883
1.0495128632644757,5.50946394812678
0.8638900372842315,4.827561053928732
0.5824582803960838,3.306846507320234
1.223705789444759,6.431030401588944
0.27898772130408367,3.1069846606542373
0.5842892970704363,4.0475692680677575
0.7327236865873834,4.447239336368268
0.9121399684340719,4.484804518494045
1.5703519227860272,7.285909068368415
0.39934756431671947,3.2263592168451334
1.0284688768272232,5.198502434284471
1.184829137724085,6.066259126201293
0.09290082543999545,2.527178317447253
1.2150897038028767,7.1959069139153335
0.34104824737458306,3.2809577722269605
0.13010318597055903,2.584136346258339
1.8977710745066665,8.60497580289025
1.9312640661491187,7.800038623872394
1.6167946962329223,7.6455244990906195
0.6092275383467414,4.162411489184108
0.19534422801276774,3.91532585428733
1.3684660530243138,6.693450703194537
0.8803049874792026,5.2318411273440155
0.24407646968955765,2.83691175906083
0.9903538202225404,4.881899351969125
0.06877704223043679,2.812131055064039
1.8186408041575641,8.741209330894863
0.5175599632000338,4.206975844721642
1.325044568707964,6.182962263080504
0.6234221521788219,4.883374688093927
1.0401360423556216,4.9395506168485355
1.0934205586865593,6.1204005023030925
0.3697089110510541,4.389209001583678
1.9391692555291171,8.291824231786565
1.550265646722229,7.142780898726416
1.8789978831283782,8.626318273493146
1.7896547008552977,8.012053625935442
1.1957999576221703,5.4099681361445295
1.8437484700462337,8.487401132564832
0.176985004103839,2.088295657500384
0.3919657248382904,3.608676252251607
0.09045457782107613,1.856878905256865
0.6506606615265287,5.052279517851621
0.777354579378964,4.329114381658256
0.5426980635477918,3.738412464314434
1.6574750183038587,8.207921172748339
0.7135066533871786,3.881841128638147
0.5618690193747615,4.08027153511373
1.085392166316497,6.452443959248953
0.2818484499495253,2.182727957542725
1.6043939615080793,7.7076957945444295
0.14910128735954165,2.6517959028826077
1.9737738732010346,9.299119992092278
1.5444895385933148,6.787238029637561
0.3974313630683448,2.7307814641970687
0.011044234247204798,2.2996256026736654
1.6309228569096683,7.856722335800432
1.4137146876952342,7.073247832106258
1.4580143360819746,7.276274281035398
1.5425406933718915,7.0588800660123745
0.14808930346818072,2.6344394107191342
0.7169314570885452,4.6557963364592485
0.23173811905025943,2.453907707662724
1.726206851751187,8.974611236701534
1.2465962536551158,6.600003348248799
0.6617960497052984,3.72063442536722
0.12711670057204727,2.7731852563190804
0.6219646434313244,3.689535416895975
0.6503666440534941,4.669825556058455
1.4592123566761281,7.686541037870151
1.2751149427104262,6.052561140310637
1.774425485152653,8.692177262656445
0.9444298503238986,5.511894939601895
0.2391884918766034,3.2481898015653567
1.42648957444599,7.941110001887939
1.5215700972337949,7.202801282316847
1.1225543951389925,5.552072300807729
1.541934359909122,6.952013044869165
0.9875911927287815,5.048664032068015
1.0454656587639881,5.620578950966906
0.8550820367170993,5.16336311591817
0.05083825348819038,2.316279286873676
0.2157828539866089,3.168831613471143
